,,Power,Xt,P,P_norm,24h X_t,24h X_t-1,24h X_t-2,24h X_t-3,24h X_t-4,,1h
2022/1/30,2:00:00,1.314771904,10.92371491,1027,0.771084337,7.8142767,7.443189,7.0296693,6.602908,6.232897,,10.78805828
2022/1/30,3:00:00,1.304225152,10.88222926,1026.5,0.710843373,8.114784,7.8142767,7.443189,7.0296693,6.602908,,10.70388412
2022/1/30,4:00:00,1.239328543,10.65247582,1026.3,0.686746988,8.296428,8.114784,7.8142767,7.443189,7.0296693,,10.5867939
2022/1/30,5:00:00,1.246774076,10.67685688,1025.9,0.638554217,8.343763,8.296428,8.114784,7.8142767,7.443189,,10.22550011
2022/1/30,6:00:00,1.151996393,10.34526518,1025.9,0.638554217,8.282473,8.343763,8.296428,8.114784,7.8142767,,10.53104115
2022/1/30,7:00:00,1.073710645,10.08085223,1025.8,0.626506024,8.078684,8.282473,8.343763,8.296428,8.114784,,9.738325119
2022/1/30,8:00:00,1.061946076,10.02904115,1026.2,0.674698795,7.7581663,8.078684,8.282473,8.343763,8.296428,,9.787099838
2022/1/30,9:00:00,1.068893818,10.0464443,1026.6,0.722891566,7.3999414,7.7581663,8.078684,8.282473,8.343763,,9.706595421
2022/1/30,10:00:00,0.715359357,8.714383916,1027.2,0.795180723,7.076747,7.3999414,7.7581663,8.078684,8.282473,,9.801478386
2022/1/30,11:00:00,0.35474336,6.962685412,1027.6,0.843373494,6.7046514,7.076747,7.3999414,7.7581663,8.078684,,7.427690029
2022/1/30,12:00:00,0.251776383,6.226388506,1027.6,0.843373494,6.1845007,6.7046514,7.076747,7.3999414,7.7581663,,5.974625587
2022/1/30,13:00:00,0.181024784,5.602074028,1027.1,0.78313253,5.619786,6.1845007,6.7046514,7.076747,7.3999414,,5.761906147
2022/1/30,14:00:00,0.082232616,4.388140182,1026.2,0.674698795,5.155271,5.619786,6.1845007,6.7046514,7.076747,,5.185196877
2022/1/30,15:00:00,0.008186516,2.770460116,1025.3,0.56626506,4.8425975,5.155271,5.619786,6.1845007,6.7046514,,3.862262249
2022/1/30,16:00:00,0,1.993479801,1024.7,0.493975904,4.743291,4.8425975,5.155271,5.619786,6.1845007,,2.245561361
2022/1/30,17:00:00,0.001536178,2.144689499,1024.5,0.469879518,4.9349113,4.743291,4.8425975,5.155271,5.619786,,1.787647605
2022/1/30,18:00:00,0.003152046,2.294940942,1024.3,0.445783133,5.376795,4.9349113,4.743291,4.8425975,5.155271,,2.315264463
2022/1/30,19:00:00,0.002780822,2.258383243,1024.5,0.469879518,5.7972584,5.376795,4.9349113,4.743291,4.8425975,,2.725168228
2022/1/30,20:00:00,0.002491711,2.230586016,1024.8,0.506024096,5.97624,5.7972584,5.376795,4.9349113,4.743291,,2.781528711
2022/1/30,21:00:00,0.001405197,2.129748831,1025.2,0.554216867,5.8745236,5.97624,5.7972584,5.376795,4.9349113,,2.777189493
2022/1/30,22:00:00,0.000667803,2.061533656,1025.4,0.578313253,5.591666,5.8745236,5.97624,5.7972584,5.376795,,2.665130854
2022/1/30,23:00:00,0.002143725,2.196622801,1025.5,0.590361446,,5.591666,5.8745236,5.97624,5.7972584,,2.599911213
2022/1/31,0:00:00,0.005035815,2.460433107,1025.5,0.590361446,,,5.591666,5.8745236,5.97624,,2.782195568
2022/1/31,1:00:00,0.009852402,2.898248379,1025.6,0.602409639,,,,5.591666,5.8745236,,3.109660149
2022/1/31,2:00:00,0.035886007,3.525760735,1025.8,0.626506024,,,,,5.591666,,3.617724895
2022/1/31,3:00:00,0.074699368,4.235752304,1025.8,0.626506024,,,,,,,4.316430092
2022/1/31,4:00:00,0.122682272,4.93052855,1025.9,0.638554217,,,,,,,5.059187889
2022/1/31,5:00:00,0.180105295,5.533226353,1025.7,0.614457831,,,,,,,5.720441818
2022/1/31,6:00:00,0.271932113,6.330176379,1025.7,0.614457831,,,,,,,6.22625351
2022/1/31,7:00:00,0.372783495,7.041978653,1026,0.65060241,,,,,,,7.03602314
2022/1/31,8:00:00,0.485660531,7.648011739,1026.8,0.746987952,,,,,,,7.636558056
2022/1/31,9:00:00,0.577562921,8.11266179,1027.1,0.78313253,,,,,,,8.129418373
2022/1/31,10:00:00,0.491921876,7.711516292,1028.2,0.915662651,,,,,,,8.446199417
2022/1/31,11:00:00,0.136117555,5.110134384,1028.6,0.963855422,,,,,,,7.491558552
2022/1/31,12:00:00,0.066347206,4.137238853,1028.7,0.975903614,,,,,,,3.974244595
2022/1/31,13:00:00,0.076698332,4.304641927,1028.3,0.927710843,,,,,,,3.828977108
2022/1/31,14:00:00,0.031775942,3.465304026,1027.2,0.795180723,,,,,,,4.325958252
2022/1/31,15:00:00,0.006218036,2.589855715,1026.3,0.686746988,,,,,,,3.357758045
2022/1/31,16:00:00,0.005726693,2.543891703,1025.5,0.590361446,,,,,,,2.538298368
2022/1/31,17:00:00,0.0159676,3.119408656,1025.3,0.56626506,,,,,,,2.685545921
2022/1/31,18:00:00,0.093989732,4.566011028,1025.1,0.542168675,,,,,,,3.535775423
2022/1/31,19:00:00,0.289873213,6.516415042,1025.2,0.554216867,,,,,,,5.430881977
2022/1/31,20:00:00,0.660425698,8.523738359,1025.8,0.626506024,,,,,,,7.784719467
2022/1/31,21:00:00,1.02518515,9.945875293,1026.1,0.662650602,,,,,,,9.831542969
2022/1/31,22:00:00,1.130419485,10.30389024,1026.4,0.698795181,,,,,,,10.70246315
2022/1/31,23:00:00,1.143043509,10.33523728,1026.6,0.722891566,,,,,,,10.25372887
