经度,-6.0361,,
纬度,37.3609,,
开始时间,2022年01月01日 00时,,
结束时间,2022年01月20日 23时,,
时区,GMT+02:00,,
数据源,美国国家航空航天局,,
风机型号,GW_1.5_70,,
轮毂高度(m),70.0,,
装机容量(MW),1.5,,
,,,
日期,时间,输出功率(MW),风速(m/s)
2022-01-07,06:00:00,0.4756743585904465,7.578674150748967
2022-01-07,07:00:00,0.4908642245084907,7.656240818111658
2022-01-07,08:00:00,0.5126643066000421,7.772013964612446
2022-01-07,09:00:00,0.48256592639637136,7.610135915188283
2022-01-07,10:00:00,0.32913891757621483,6.728145076438168
2022-01-07,11:00:00,0.23281789618356336,6.049389828751295
2022-01-07,12:00:00,0.349288345989618,6.924677972833979
2022-01-07,13:00:00,0.41860554352744106,7.345857792211077
2022-01-07,14:00:00,0.4161272593663923,7.3469329694451275
2022-01-07,15:00:00,0.369080218310489,7.092988259933482
2022-01-07,16:00:00,0.4049903524834855,7.2967461463232945
2022-01-07,17:00:00,0.46664251272333646,7.637305867020191
2022-01-07,18:00:00,0.5740480929672106,8.1631032806099
2022-01-07,19:00:00,0.8557130734490568,9.293383863246246
2022-01-07,20:00:00,1.0079014013983376,9.850879362127838
2022-01-07,21:00:00,1.1118589337853901,10.212641638430378
2022-01-07,22:00:00,1.1828857869078861,10.44980546511241
2022-01-07,23:00:00,1.1914534476520515,10.471661457221902
2022-01-08,00:00:00,1.1642200193274703,10.366485883616361
2022-01-08,01:00:00,1.1388388191002585,10.268143484891965
2022-01-08,02:00:00,1.1132220087003168,10.171995186321753
2022-01-08,03:00:00,1.0887692217566853,10.081529443504206
2022-01-08,04:00:00,1.0786818693454683,10.041729721634391
2022-01-08,05:00:00,1.0837044753880907,10.0548610351206
2022-01-08,06:00:00,1.0593318036240875,9.964538876056144
2022-01-08,07:00:00,1.0070348300499479,9.765734994751881
2022-01-08,08:00:00,0.9673031775811581,9.613254806146832
2022-01-08,09:00:00,0.9387703989462612,9.503911082281865
2022-01-08,10:00:00,0.5880503329636833,8.132814366308219
2022-01-08,11:00:00,0.22071773507297945,5.9363511460512965
2022-01-08,12:00:00,0.16786866595421415,5.422806751614762
2022-01-08,13:00:00,0.11706186859628254,4.877569579772527
2022-01-08,14:00:00,0.08602281772891789,4.428794364743482
2022-01-08,15:00:00,0.06947485850206564,4.186762766751435
2022-01-08,16:00:00,0.059524906954248696,4.039025172035764
2022-01-08,17:00:00,0.049938867254821336,3.846231733061112
2022-01-08,18:00:00,0.009197770659073092,2.8467459084285074
2022-01-08,19:00:00,0.0013320457759861057,2.122009755696495
2022-01-08,20:00:00,0.04034468387522357,3.6197591835136165
2022-01-08,21:00:00,0.18020603760164974,5.534101004625726
2022-01-08,22:00:00,0.3013864756067684,6.5356527119699965
2022-01-08,23:00:00,0.5372954559093498,7.91405034510599
2022-01-09,00:00:00,0.9800170062945517,9.68987391705108
2022-01-09,01:00:00,1.1813244467277824,10.39976171236804
2022-01-09,02:00:00,1.0095192663964134,9.786477424474539
2022-01-09,03:00:00,0.7881641104981144,8.961016330958966
2022-01-09,04:00:00,0.7224200469415061,8.681609289154348
2022-01-09,05:00:00,0.7324312352659813,8.720058027981509
2022-01-09,06:00:00,0.789650023766188,8.956656514019194
2022-01-09,07:00:00,0.816985884398231,9.059063795090688
2022-01-09,08:00:00,0.712244318485213,8.629733062856332
2022-01-09,09:00:00,0.43867437441700463,7.361279333485595
2022-01-09,10:00:00,0.3177040636414357,6.6363340658221865
2022-01-09,11:00:00,0.2774321021416185,6.3685615034339715
2022-01-09,12:00:00,0.20903747898197586,5.850568622000478
2022-01-09,13:00:00,0.17402829009337667,5.5104846271986
2022-01-09,14:00:00,0.12266333135110713,4.980514616395928
2022-01-09,15:00:00,0.10168140154193199,4.673311933095177
2022-01-09,16:00:00,0.10351371306981427,4.703100959916962
2022-01-09,17:00:00,0.14054906917625662,5.17916790246644
2022-01-09,18:00:00,0.2132389918061319,5.922485215336716
2022-01-09,19:00:00,0.3715538698283584,7.064601027044957
2022-01-09,20:00:00,0.5308786344459014,7.926350021938405
2022-01-09,21:00:00,0.5626725950635838,8.072574948230761
2022-01-09,22:00:00,0.47526181296924946,7.6138434389700596
2022-01-09,23:00:00,0.35117379886441163,6.915478557966852
2022-01-10,00:00:00,0.28870836601145244,6.459135586880623
2022-01-10,01:00:00,0.2669614106503315,6.300681233815563
2022-01-10,02:00:00,0.34127391520297806,6.841743799866066
2022-01-10,03:00:00,0.45725762108006934,7.511202358798237
2022-01-10,04:00:00,0.5333540119927203,7.9242022485855435
2022-01-10,05:00:00,0.5819671887735343,8.148283495719557
2022-01-10,06:00:00,0.6186948398381668,8.30550914954559
2022-01-10,07:00:00,0.586356952868259,8.168786525782766
2022-01-10,08:00:00,0.5437452256687074,7.984459724253317
2022-01-10,09:00:00,0.5063300916495257,7.781900588955703
2022-01-10,10:00:00,0.312926427483898,6.653610303043952
2022-01-10,11:00:00,0.31951909268860923,6.722340869841079
2022-01-10,12:00:00,0.41132815015020435,7.322413729552119
2022-01-10,13:00:00,0.32480791056508806,6.804593479180802
2022-01-10,14:00:00,0.25005017463916956,6.252336475808965
2022-01-10,15:00:00,0.1971123984112775,5.799036961310221
2022-01-10,16:00:00,0.16627236034879925,5.472309863547635
2022-01-10,17:00:00,0.14912106714911036,5.28665462098755
2022-01-10,18:00:00,0.17511933934584073,5.546517267764772
2022-01-10,19:00:00,0.3074168485944099,6.64036412295343
2022-01-10,20:00:00,0.6129988072051594,8.321174489992073
2022-01-10,21:00:00,0.9222728316790214,9.569512667449056
2022-01-10,22:00:00,1.017734514462218,9.927789552736218
2022-01-10,23:00:00,0.9737516073046927,9.758969393670462
2022-01-11,00:00:00,0.9211262823671728,9.555612289116832
2022-01-11,01:00:00,0.8528166417235671,9.294405665605229
2022-01-11,02:00:00,0.8004739393372412,9.095472431255963
2022-01-11,03:00:00,0.8023943844770856,9.101877688117995
2022-01-11,04:00:00,0.8856109990330674,9.414615511551327
2022-01-11,05:00:00,1.0543826626458974,10.046124888542664
2022-01-11,06:00:00,1.2227763664139537,10.63915887443436
2022-01-11,07:00:00,1.3320341458389116,11.034713262912073
2022-01-11,08:00:00,1.3598796948005067,11.183680884290935
2022-01-11,09:00:00,1.3470968455018035,11.098833997775202
2022-01-11,10:00:00,1.0321259399154756,9.964258154522334
2022-01-11,11:00:00,0.8438748823468831,9.279816393964731
2022-01-11,12:00:00,0.8471788759802829,9.320647249634403
2022-01-11,13:00:00,0.6520727776339709,8.538801616708092
2022-01-11,14:00:00,0.36890225574954477,7.113078883615732
2022-01-11,15:00:00,0.2363010244788435,6.1536721155393135
2022-01-11,16:00:00,0.1983643959887495,5.8119026297968555
2022-01-11,17:00:00,0.21487992499639808,5.981704583358818
2022-01-11,18:00:00,0.34511862379432073,6.94751382141822
2022-01-11,19:00:00,0.555920249152559,8.079031223933676
2022-01-11,20:00:00,0.8612243419087917,9.338694509414594
2022-01-11,21:00:00,1.1224462974370042,10.298191700281082
2022-01-11,22:00:00,1.2507057328267084,10.743840660270966
2022-01-11,23:00:00,1.1649954274988334,10.433608348962506
2022-01-12,00:00:00,0.991710669136839,9.801916086383518
2022-01-12,01:00:00,0.7499877998303612,8.870773392150658
2022-01-12,02:00:00,0.5008068419945259,7.749959402787329
2022-01-12,03:00:00,0.3252809391070316,6.722203413251339
2022-01-12,04:00:00,0.2467911803595637,6.149228590570124
2022-01-12,05:00:00,0.24235416115251407,6.1151909586180375
2022-01-12,06:00:00,0.30494281580159444,6.566571018206861
2022-01-12,07:00:00,0.46003584777819456,7.512505996974388
2022-01-12,08:00:00,0.7137881502438143,8.688398558456411
2022-01-12,09:00:00,0.8483002786273546,9.224317461403949
2022-01-12,10:00:00,0.44102630504412427,7.42652208357923
2022-01-12,11:00:00,0.15546362697443086,5.300838833226939
2022-01-12,12:00:00,0.12626591053148023,5.015093230924698
2022-01-12,13:00:00,0.12637307387592142,5.025425961913745
2022-01-12,14:00:00,0.13816140661400098,5.154943467650608
2022-01-12,15:00:00,0.1451954486510454,5.232617994269207
2022-01-12,16:00:00,0.15209579277413585,5.305989403368605
2022-01-12,17:00:00,0.14931445677654398,5.273792599782222
2022-01-12,18:00:00,0.1785782336853205,5.569565590085503
2022-01-12,19:00:00,0.19813666972653138,5.759686717443591
2022-01-12,20:00:00,0.24599352222253903,6.179222951795944
2022-01-12,21:00:00,0.3114907369281774,6.654902426706395
2022-01-12,22:00:00,0.3502800230387851,6.929272021704896
2022-01-12,23:00:00,0.419510576949214,7.314090632109848
2022-01-13,00:00:00,0.5068410877347191,7.779069150451465
2022-01-13,01:00:00,0.4867567477681581,7.660073652470306
2022-01-13,02:00:00,0.564397464637098,8.057013458824912
2022-01-13,03:00:00,0.8000930951283536,9.042218861949264
2022-01-13,04:00:00,0.9908919755823754,9.74743674299831
2022-01-13,05:00:00,1.0438030990249318,9.941087713011584
2022-01-13,06:00:00,1.0410751453548701,9.927498550153103
2022-01-13,07:00:00,1.015319431971338,9.826763227090147
2022-01-13,08:00:00,1.0250113817050437,9.856563827794302
2022-01-13,09:00:00,1.0282190140370668,9.863935607461963
2022-01-13,10:00:00,0.7100155556881868,8.663296481138632
2022-01-13,11:00:00,0.5009089565211541,7.749976573697365
2022-01-13,12:00:00,0.6994722711204066,8.68267659115945
2022-01-13,13:00:00,0.7543414897702505,8.946764750156069
2022-01-13,14:00:00,0.6402915905333366,8.468094046436942
2022-01-13,15:00:00,0.5632955063059046,8.139171945668595
2022-01-13,16:00:00,0.552733561318476,8.092949415836522
2022-01-13,17:00:00,0.5281930304044119,7.9742040156181995
2022-01-13,18:00:00,0.5390215776569958,8.007777607196973
2022-01-13,19:00:00,0.6140236991238834,8.294080380055048
2022-01-13,20:00:00,0.5703552268270224,8.096309910090111
2022-01-13,21:00:00,0.5836542488893073,8.144400137726523
2022-01-13,22:00:00,0.6482289661535656,8.410264409529129
2022-01-13,23:00:00,0.6827993491459934,8.549349498193973
2022-01-14,00:00:00,0.6615789210403599,8.454246151170315
2022-01-14,01:00:00,0.6918120065071741,8.576178665286736
2022-01-14,02:00:00,0.8734135203094349,9.29475824563902
2022-01-14,03:00:00,1.0270612847700673,9.861529399474545
2022-01-14,04:00:00,1.0828503217577021,10.06113512220917
2022-01-14,05:00:00,1.0777096471600645,10.03936216624821
2022-01-14,06:00:00,1.0458046911368322,9.920208806846565
2022-01-14,07:00:00,1.0040760108677977,9.76265170697809
2022-01-14,08:00:00,0.9738140430956358,9.648202235803302
2022-01-14,09:00:00,0.9405893002404848,9.525066271204086
2022-01-14,10:00:00,0.6081416271593703,8.224817049728324
2022-01-14,11:00:00,0.4008844416881936,7.199432797365439
2022-01-14,12:00:00,0.4394576022958994,7.436520910792255
2022-01-14,13:00:00,0.42160182229735915,7.360292634521669
2022-01-14,14:00:00,0.3081669990454289,6.655660890767957
2022-01-14,15:00:00,0.23334640292634415,6.103785871103339
2022-01-14,16:00:00,0.19372561314322836,5.731902148512887
2022-01-14,17:00:00,0.17797133450760533,5.56389230310459
2022-01-14,18:00:00,0.22678319933944097,6.0405884733078095
2022-01-14,19:00:00,0.28801664483119155,6.4724559055900395
2022-01-14,20:00:00,0.35778578341913136,6.974822392371311
2022-01-14,21:00:00,0.34543338719191485,6.875420229726069
2022-01-14,22:00:00,0.30001891441480677,6.538467259427434
2022-01-14,23:00:00,0.2542897165972531,6.199864944911572
2022-01-15,00:00:00,0.26678529951027347,6.284538170211179
2022-01-15,01:00:00,0.31243410651114006,6.609925705809268
2022-01-15,02:00:00,0.34932180116240846,6.87224551057592
2022-01-15,03:00:00,0.4019564849277609,7.184977335557593
2022-01-15,04:00:00,0.4907131452815054,7.659423925535123
2022-01-15,05:00:00,0.6056831163251121,8.215548641423617
2022-01-15,06:00:00,0.7375725663800563,8.769014398516513
2022-01-15,07:00:00,0.8486426093981999,9.20871193758419
2022-01-15,08:00:00,0.8640926974436961,9.26658484994315
2022-01-15,09:00:00,0.8677480751779795,9.278427927767764
2022-01-15,10:00:00,0.5496901903296196,7.992076544960327
2022-01-15,11:00:00,0.26742542711920486,6.304206896156089
2022-01-15,12:00:00,0.25641329622970876,6.244420021394736
2022-01-15,13:00:00,0.1621271070272882,5.3862735922172895
2022-01-15,14:00:00,0.06484829064889132,4.113313728936375
2022-01-15,15:00:00,0.010367733068268664,2.963195949538394
2022-01-15,16:00:00,0.0008284627312266561,2.0770522616999845
2022-01-15,17:00:00,0.0,1.6218022528783909
2022-01-15,18:00:00,0.003218586421425887,2.2968315823142595
2022-01-15,19:00:00,0.047361305562591646,3.7709387868710165
2022-01-15,20:00:00,0.14867060159932988,5.220812990569712
2022-01-15,21:00:00,0.2730893849409386,6.344289389320561
2022-01-15,22:00:00,0.36167545702231413,6.981395782865022
2022-01-15,23:00:00,0.3920961912528154,7.145708867341054
2022-01-16,00:00:00,0.35023205486971104,6.88689855447937
2022-01-16,01:00:00,0.28667003473841685,6.424295915191141
2022-01-16,02:00:00,0.2312221794015503,6.023109621415236
2022-01-16,03:00:00,0.20643819620819304,5.780531434932102
2022-01-16,04:00:00,0.22858457169153792,5.9996290303533595
2022-01-16,05:00:00,0.3182393381418778,6.6393203483768515
2022-01-16,06:00:00,0.42692695939448916,7.309479040810067
2022-01-16,07:00:00,0.5372272419506284,7.895645351611853
2022-01-16,08:00:00,0.6387914417848177,8.340375393637832
2022-01-16,09:00:00,0.6612640388484972,8.434818149186027
2022-01-16,10:00:00,0.37499465242857155,7.042227267210733
2022-01-16,11:00:00,0.13255724637126173,5.046510563660648
2022-01-16,12:00:00,0.07363033211347254,4.224203318969264
2022-01-16,13:00:00,0.03148659185527705,3.4395568848614557
2022-01-16,14:00:00,0.009593814892100818,2.885158309430437
2022-01-16,15:00:00,0.020076407356002614,3.199596743055785
2022-01-16,16:00:00,0.053895508601047096,3.9292386299485913
2022-01-16,17:00:00,0.0948040098619639,4.560229591076531
2022-01-16,18:00:00,0.16987809208095395,5.46071503064386
2022-01-16,19:00:00,0.24683654756390694,6.157902820396721
2022-01-16,20:00:00,0.384353361524982,7.109786574057018
2022-01-16,21:00:00,0.5587105937834527,8.034315419096773
2022-01-16,22:00:00,0.760782744730193,8.877772977160546
2022-01-16,23:00:00,0.9381986426289731,9.540301799112374
2022-01-17,00:00:00,1.0598903476742412,9.981846882962419
2022-01-17,01:00:00,1.0842444532385154,10.061110794963925
2022-01-17,02:00:00,1.0481689423107312,9.92695669627519
2022-01-17,03:00:00,1.0240293531144204,9.832806192596522
2022-01-17,04:00:00,1.007257878829524,9.766410122743592
2022-01-17,05:00:00,0.9696411456269562,9.623879146630745
2022-01-17,06:00:00,0.9137260142835887,9.415547345248752
2022-01-17,07:00:00,0.8711600127149148,9.256425938713685
2022-01-17,08:00:00,0.8649318894047849,9.230954778718715
2022-01-17,09:00:00,0.8852082736363827,9.305430406146618
2022-01-17,10:00:00,0.5089618063836714,7.74968699967377
2022-01-17,11:00:00,0.1894940813400867,5.621162427503315
2022-01-17,12:00:00,0.10440855927306271,4.674981518705893
2022-01-17,13:00:00,0.046299272799180925,3.7559760129990876
2022-01-17,14:00:00,0.013440889282646262,3.0562788832535386
2022-01-17,15:00:00,0.007361395506958028,2.6828445778437686
2022-01-17,16:00:00,0.008003678209980401,2.743549922976921
2022-01-17,17:00:00,0.026185121007519362,3.3326319596331677
2022-01-17,18:00:00,0.09728312152782602,4.58867080081174
2022-01-17,19:00:00,0.1568443405090808,5.3087122597419905
2022-01-17,20:00:00,0.17395813291713447,5.476042194000688
2022-01-17,21:00:00,0.1650311543972445,5.3791453236486815
2022-01-17,22:00:00,0.1473373976983683,5.194394164484247
2022-01-17,23:00:00,0.08250311259217367,4.337065738818679
2022-01-18,00:00:00,0.037920855439101835,3.55695536933043
2022-01-18,01:00:00,0.03752500219369955,3.546833468778097
2022-01-18,02:00:00,0.09853474688107099,4.559347268994129
2022-01-18,03:00:00,0.2525665744816186,6.167041429593537
2022-01-18,04:00:00,0.483990020108704,7.612577252268307
2022-01-18,05:00:00,0.6694067013476453,8.470428799853028
2022-01-18,06:00:00,0.7344345819917397,8.742456170648468
2022-01-18,07:00:00,0.6786355215188524,8.511353031730224
2022-01-18,08:00:00,0.5740009319434696,8.074801230220936
2022-01-18,09:00:00,0.4735658166231848,7.558985346161009
2022-01-18,10:00:00,0.3260237842521782,6.7083349879547525
2022-01-18,11:00:00,0.1528282755744225,5.255483264172904
2022-01-18,12:00:00,0.11233350773584565,4.793570945375209
2022-01-18,13:00:00,0.08853067436477079,4.4565143897238375
2022-01-18,14:00:00,0.0477291833261277,3.793053795066614
2022-01-18,15:00:00,0.022574585630604955,3.2541763023478034
2022-01-18,16:00:00,0.009804650974922514,2.910254629818875
2022-01-18,17:00:00,0.008152211503781684,2.75582874533286
2022-01-18,18:00:00,0.007385005247225732,2.6798409634848417
2022-01-18,19:00:00,0.005571961884914908,2.5091528114929584
2022-01-18,20:00:00,0.005369894050176731,2.489275064443347
2022-01-18,21:00:00,0.005921000717829,2.5385361638548125
2022-01-18,22:00:00,0.006590148516641139,2.5977095958023826
2022-01-18,23:00:00,0.006528727302540528,2.5906091662267823
2022-01-19,00:00:00,0.008772006343615019,2.7913290037502656
2022-01-19,01:00:00,0.03151236250816473,3.4259942149839904
2022-01-19,02:00:00,0.07403491233181783,4.2139432726010435
2022-01-19,03:00:00,0.12165497132620623,4.896347061102645
2022-01-19,04:00:00,0.1622529122264823,5.333083781851828
2022-01-19,05:00:00,0.19848314854051594,5.6935990386705875
2022-01-19,06:00:00,0.2428066436232272,6.095600248517481
2022-01-19,07:00:00,0.2926962981340959,6.450391966909261
2022-01-19,08:00:00,0.28463156962050284,6.390720984671851
2022-01-19,09:00:00,0.2673293692093456,6.265823910799147
2022-01-19,10:00:00,0.17417210303658726,5.457024850819762
2022-01-19,11:00:00,0.05530907175322426,3.927757719250274
2022-01-19,12:00:00,0.013829813922496688,3.0605984583796615
2022-01-19,13:00:00,0.007021677988467041,2.6464226555482613
2022-01-19,14:00:00,0.0015554762066596172,2.144011546204267
2022-01-19,15:00:00,0.0,1.7047180151506802
2022-01-19,16:00:00,0.0,1.5150735768747428
2022-01-19,17:00:00,0.0,1.747485718164782
2022-01-19,18:00:00,0.0019734749504508623,2.182130088805851
2022-01-19,19:00:00,0.006857460659737586,2.6267752286388064
2022-01-19,20:00:00,0.031766269259351596,3.4388372047499574
2022-01-19,21:00:00,0.08474040140449746,4.379785898541031
2022-01-19,22:00:00,0.15644956366085333,5.288066011296857
2022-01-19,23:00:00,0.24065622547226895,6.093593675249066
2022-01-20,00:00:00,0.3058637927797503,6.5576510900907214
